month,level_1,level_2,value
1966-07,Number Of Air Passenger Departures,South East Asia,na
1966-07,Number Of Air Passenger Departures,North East Asia,na
1966-07,Number Of Air Passenger Departures,South Asia,na
1966-07,Number Of Air Passenger Departures,Middle East,na
1966-07,Number Of Air Passenger Departures,Oceania,na
1966-07,Number Of Air Passenger Departures,Europe,na
1966-07,Number Of Air Passenger Departures,North America,na
1966-07,Number Of Air Passenger Departures,Other Regions,na
1966-08,Number Of Air Passenger Departures,South East Asia,na
1966-08,Number Of Air Passenger Departures,North East Asia,na
1966-08,Number Of Air Passenger Departures,South Asia,na
1966-08,Number Of Air Passenger Departures,Middle East,na
1966-08,Number Of Air Passenger Departures,Oceania,na
1966-08,Number Of Air Passenger Departures,Europe,na
1966-08,Number Of Air Passenger Departures,North America,na
1966-08,Number Of Air Passenger Departures,Other Regions,na
1966-09,Number Of Air Passenger Departures,South East Asia,na
1966-09,Number Of Air Passenger Departures,North East Asia,na
1966-09,Number Of Air Passenger Departures,South Asia,na
1966-09,Number Of Air Passenger Departures,Middle East,na
1966-09,Number Of Air Passenger Departures,Oceania,na
1966-09,Number Of Air Passenger Departures,Europe,na
1966-09,Number Of Air Passenger Departures,North America,na
1966-09,Number Of Air Passenger Departures,Other Regions,na
1966-10,Number Of Air Passenger Departures,South East Asia,na
1966-10,Number Of Air Passenger Departures,North East Asia,na
1966-10,Number Of Air Passenger Departures,South Asia,na
1966-10,Number Of Air Passenger Departures,Middle East,na
1966-10,Number Of Air Passenger Departures,Oceania,na
1966-10,Number Of Air Passenger Departures,Europe,na
1966-10,Number Of Air Passenger Departures,North America,na
1966-10,Number Of Air Passenger Departures,Other Regions,na
1966-11,Number Of Air Passenger Departures,South East Asia,na
1966-11,Number Of Air Passenger Departures,North East Asia,na
1966-11,Number Of Air Passenger Departures,South Asia,na
1966-11,Number Of Air Passenger Departures,Middle East,na
1966-11,Number Of Air Passenger Departures,Oceania,na
1966-11,Number Of Air Passenger Departures,Europe,na
1966-11,Number Of Air Passenger Departures,North America,na
1966-11,Number Of Air Passenger Departures,Other Regions,na
1966-12,Number Of Air Passenger Departures,South East Asia,na
1966-12,Number Of Air Passenger Departures,North East Asia,na
1966-12,Number Of Air Passenger Departures,South Asia,na
1966-12,Number Of Air Passenger Departures,Middle East,na
1966-12,Number Of Air Passenger Departures,Oceania,na
1966-12,Number Of Air Passenger Departures,Europe,na
1966-12,Number Of Air Passenger Departures,North America,na
1966-12,Number Of Air Passenger Departures,Other Regions,na
1967-01,Number Of Air Passenger Departures,South East Asia,na
1967-01,Number Of Air Passenger Departures,North East Asia,na
1967-01,Number Of Air Passenger Departures,South Asia,na
1967-01,Number Of Air Passenger Departures,Middle East,na
1967-01,Number Of Air Passenger Departures,Oceania,na
1967-01,Number Of Air Passenger Departures,Europe,na
1967-01,Number Of Air Passenger Departures,North America,na
1967-01,Number Of Air Passenger Departures,Other Regions,na
1967-02,Number Of Air Passenger Departures,South East Asia,na
1967-02,Number Of Air Passenger Departures,North East Asia,na
1967-02,Number Of Air Passenger Departures,South Asia,na
1967-02,Number Of Air Passenger Departures,Middle East,na
1967-02,Number Of Air Passenger Departures,Oceania,na
1967-02,Number Of Air Passenger Departures,Europe,na
1967-02,Number Of Air Passenger Departures,North America,na
1967-02,Number Of Air Passenger Departures,Other Regions,na
1967-03,Number Of Air Passenger Departures,South East Asia,na
1967-03,Number Of Air Passenger Departures,North East Asia,na
1967-03,Number Of Air Passenger Departures,South Asia,na
1967-03,Number Of Air Passenger Departures,Middle East,na
1967-03,Number Of Air Passenger Departures,Oceania,na
1967-03,Number Of Air Passenger Departures,Europe,na
1967-03,Number Of Air Passenger Departures,North America,na
1967-03,Number Of Air Passenger Departures,Other Regions,na
1967-04,Number Of Air Passenger Departures,South East Asia,na
1967-04,Number Of Air Passenger Departures,North East Asia,na
1967-04,Number Of Air Passenger Departures,South Asia,na
1967-04,Number Of Air Passenger Departures,Middle East,na
1967-04,Number Of Air Passenger Departures,Oceania,na
1967-04,Number Of Air Passenger Departures,Europe,na
1967-04,Number Of Air Passenger Departures,North America,na
1967-04,Number Of Air Passenger Departures,Other Regions,na
1967-05,Number Of Air Passenger Departures,South East Asia,na
1967-05,Number Of Air Passenger Departures,North East Asia,na
1967-05,Number Of Air Passenger Departures,South Asia,na
1967-05,Number Of Air Passenger Departures,Middle East,na
1967-05,Number Of Air Passenger Departures,Oceania,na
1967-05,Number Of Air Passenger Departures,Europe,na
1967-05,Number Of Air Passenger Departures,North America,na
1967-05,Number Of Air Passenger Departures,Other Regions,na
1967-06,Number Of Air Passenger Departures,South East Asia,na
1967-06,Number Of Air Passenger Departures,North East Asia,na
1967-06,Number Of Air Passenger Departures,South Asia,na
1967-06,Number Of Air Passenger Departures,Middle East,na
1967-06,Number Of Air Passenger Departures,Oceania,na
1967-06,Number Of Air Passenger Departures,Europe,na
1967-06,Number Of Air Passenger Departures,North America,na
1967-06,Number Of Air Passenger Departures,Other Regions,na
1967-07,Number Of Air Passenger Departures,South East Asia,na
1967-07,Number Of Air Passenger Departures,North East Asia,na
1967-07,Number Of Air Passenger Departures,South Asia,na
1967-07,Number Of Air Passenger Departures,Middle East,na
1967-07,Number Of Air Passenger Departures,Oceania,na
1967-07,Number Of Air Passenger Departures,Europe,na
1967-07,Number Of Air Passenger Departures,North America,na
1967-07,Number Of Air Passenger Departures,Other Regions,na
1967-08,Number Of Air Passenger Departures,South East Asia,na
1967-08,Number Of Air Passenger Departures,North East Asia,na
1967-08,Number Of Air Passenger Departures,South Asia,na
1967-08,Number Of Air Passenger Departures,Middle East,na
1967-08,Number Of Air Passenger Departures,Oceania,na
1967-08,Number Of Air Passenger Departures,Europe,na
1967-08,Number Of Air Passenger Departures,North America,na
1967-08,Number Of Air Passenger Departures,Other Regions,na
1967-09,Number Of Air Passenger Departures,South East Asia,na
1967-09,Number Of Air Passenger Departures,North East Asia,na
1967-09,Number Of Air Passenger Departures,South Asia,na
1967-09,Number Of Air Passenger Departures,Middle East,na
1967-09,Number Of Air Passenger Departures,Oceania,na
1967-09,Number Of Air Passenger Departures,Europe,na
1967-09,Number Of Air Passenger Departures,North America,na
1967-09,Number Of Air Passenger Departures,Other Regions,na
1967-10,Number Of Air Passenger Departures,South East Asia,na
1967-10,Number Of Air Passenger Departures,North East Asia,na
1967-10,Number Of Air Passenger Departures,South Asia,na
1967-10,Number Of Air Passenger Departures,Middle East,na
1967-10,Number Of Air Passenger Departures,Oceania,na
1967-10,Number Of Air Passenger Departures,Europe,na
1967-10,Number Of Air Passenger Departures,North America,na
1967-10,Number Of Air Passenger Departures,Other Regions,na
1967-11,Number Of Air Passenger Departures,South East Asia,na
1967-11,Number Of Air Passenger Departures,North East Asia,na
1967-11,Number Of Air Passenger Departures,South Asia,na
1967-11,Number Of Air Passenger Departures,Middle East,na
1967-11,Number Of Air Passenger Departures,Oceania,na
1967-11,Number Of Air Passenger Departures,Europe,na
1967-11,Number Of Air Passenger Departures,North America,na
1967-11,Number Of Air Passenger Departures,Other Regions,na
1967-12,Number Of Air Passenger Departures,South East Asia,na
1967-12,Number Of Air Passenger Departures,North East Asia,na
1967-12,Number Of Air Passenger Departures,South Asia,na
1967-12,Number Of Air Passenger Departures,Middle East,na
1967-12,Number Of Air Passenger Departures,Oceania,na
1967-12,Number Of Air Passenger Departures,Europe,na
1967-12,Number Of Air Passenger Departures,North America,na
1967-12,Number Of Air Passenger Departures,Other Regions,na
1968-01,Number Of Air Passenger Departures,South East Asia,na
1968-01,Number Of Air Passenger Departures,North East Asia,na
1968-01,Number Of Air Passenger Departures,South Asia,na
1968-01,Number Of Air Passenger Departures,Middle East,na
1968-01,Number Of Air Passenger Departures,Oceania,na
1968-01,Number Of Air Passenger Departures,Europe,na
1968-01,Number Of Air Passenger Departures,North America,na
1968-01,Number Of Air Passenger Departures,Other Regions,na
1968-02,Number Of Air Passenger Departures,South East Asia,na
1968-02,Number Of Air Passenger Departures,North East Asia,na
1968-02,Number Of Air Passenger Departures,South Asia,na
1968-02,Number Of Air Passenger Departures,Middle East,na
1968-02,Number Of Air Passenger Departures,Oceania,na
1968-02,Number Of Air Passenger Departures,Europe,na
1968-02,Number Of Air Passenger Departures,North America,na
1968-02,Number Of Air Passenger Departures,Other Regions,na
1968-03,Number Of Air Passenger Departures,South East Asia,na
1968-03,Number Of Air Passenger Departures,North East Asia,na
1968-03,Number Of Air Passenger Departures,South Asia,na
1968-03,Number Of Air Passenger Departures,Middle East,na
1968-03,Number Of Air Passenger Departures,Oceania,na
1968-03,Number Of Air Passenger Departures,Europe,na
1968-03,Number Of Air Passenger Departures,North America,na
1968-03,Number Of Air Passenger Departures,Other Regions,na
1968-04,Number Of Air Passenger Departures,South East Asia,na
1968-04,Number Of Air Passenger Departures,North East Asia,na
1968-04,Number Of Air Passenger Departures,South Asia,na
1968-04,Number Of Air Passenger Departures,Middle East,na
1968-04,Number Of Air Passenger Departures,Oceania,na
1968-04,Number Of Air Passenger Departures,Europe,na
1968-04,Number Of Air Passenger Departures,North America,na
1968-04,Number Of Air Passenger Departures,Other Regions,na
1968-05,Number Of Air Passenger Departures,South East Asia,na
1968-05,Number Of Air Passenger Departures,North East Asia,na
1968-05,Number Of Air Passenger Departures,South Asia,na
1968-05,Number Of Air Passenger Departures,Middle East,na
1968-05,Number Of Air Passenger Departures,Oceania,na
1968-05,Number Of Air Passenger Departures,Europe,na
1968-05,Number Of Air Passenger Departures,North America,na
1968-05,Number Of Air Passenger Departures,Other Regions,na
1968-06,Number Of Air Passenger Departures,South East Asia,na
1968-06,Number Of Air Passenger Departures,North East Asia,na
1968-06,Number Of Air Passenger Departures,South Asia,na
1968-06,Number Of Air Passenger Departures,Middle East,na
1968-06,Number Of Air Passenger Departures,Oceania,na
1968-06,Number Of Air Passenger Departures,Europe,na
1968-06,Number Of Air Passenger Departures,North America,na
1968-06,Number Of Air Passenger Departures,Other Regions,na
1968-07,Number Of Air Passenger Departures,South East Asia,na
1968-07,Number Of Air Passenger Departures,North East Asia,na
1968-07,Number Of Air Passenger Departures,South Asia,na
1968-07,Number Of Air Passenger Departures,Middle East,na
1968-07,Number Of Air Passenger Departures,Oceania,na
1968-07,Number Of Air Passenger Departures,Europe,na
1968-07,Number Of Air Passenger Departures,North America,na
1968-07,Number Of Air Passenger Departures,Other Regions,na
1968-08,Number Of Air Passenger Departures,South East Asia,na
1968-08,Number Of Air Passenger Departures,North East Asia,na
1968-08,Number Of Air Passenger Departures,South Asia,na
1968-08,Number Of Air Passenger Departures,Middle East,na
1968-08,Number Of Air Passenger Departures,Oceania,na
1968-08,Number Of Air Passenger Departures,Europe,na
1968-08,Number Of Air Passenger Departures,North America,na
1968-08,Number Of Air Passenger Departures,Other Regions,na
1968-09,Number Of Air Passenger Departures,South East Asia,na
1968-09,Number Of Air Passenger Departures,North East Asia,na
1968-09,Number Of Air Passenger Departures,South Asia,na
1968-09,Number Of Air Passenger Departures,Middle East,na
1968-09,Number Of Air Passenger Departures,Oceania,na
1968-09,Number Of Air Passenger Departures,Europe,na
1968-09,Number Of Air Passenger Departures,North America,na
1968-09,Number Of Air Passenger Departures,Other Regions,na
1968-10,Number Of Air Passenger Departures,South East Asia,na
1968-10,Number Of Air Passenger Departures,North East Asia,na
1968-10,Number Of Air Passenger Departures,South Asia,na
1968-10,Number Of Air Passenger Departures,Middle East,na
1968-10,Number Of Air Passenger Departures,Oceania,na
1968-10,Number Of Air Passenger Departures,Europe,na
1968-10,Number Of Air Passenger Departures,North America,na
1968-10,Number Of Air Passenger Departures,Other Regions,na
1968-11,Number Of Air Passenger Departures,South East Asia,na
1968-11,Number Of Air Passenger Departures,North East Asia,na
1968-11,Number Of Air Passenger Departures,South Asia,na
1968-11,Number Of Air Passenger Departures,Middle East,na
1968-11,Number Of Air Passenger Departures,Oceania,na
1968-11,Number Of Air Passenger Departures,Europe,na
1968-11,Number Of Air Passenger Departures,North America,na
1968-11,Number Of Air Passenger Departures,Other Regions,na
