month,level_1,level_2,level_3,value
2015-01,Number Of Air Passenger Departures,South East Asia,Thailand,201066
2015-01,Number Of Air Passenger Departures,South East Asia,Philippines,92991
2015-01,Number Of Air Passenger Departures,South East Asia,Vietnam,77478
2015-01,Number Of Air Passenger Departures,North East Asia,China,151412
2015-01,Number Of Air Passenger Departures,North East Asia,Hong Kong,126069
2015-01,Number Of Air Passenger Departures,North East Asia,Japan,97535
2015-01,Number Of Air Passenger Departures,Europe,United Kingdom,50465
2015-01,Number Of Air Passenger Departures,Europe,France,13901
2015-01,Number Of Air Passenger Departures,Europe,Germany,29206
2015-02,Number Of Air Passenger Departures,South East Asia,Malaysia,214776
2015-02,Number Of Air Passenger Departures,South East Asia,Indonesia,239378
2015-02,Number Of Air Passenger Departures,South East Asia,Thailand,189091
2015-02,Number Of Air Passenger Departures,South East Asia,Philippines,87600
2015-02,Number Of Air Passenger Departures,South East Asia,Vietnam,77794
2015-02,Number Of Air Passenger Departures,North East Asia,China,230018
2015-02,Number Of Air Passenger Departures,North East Asia,Hong Kong,137527
2015-02,Number Of Air Passenger Departures,North East Asia,Japan,99786
2015-02,Number Of Air Passenger Departures,Europe,United Kingdom,38321
2015-02,Number Of Air Passenger Departures,Europe,France,13879
2015-02,Number Of Air Passenger Departures,Europe,Germany,24038
2015-03,Number Of Air Passenger Departures,South East Asia,Malaysia,231365
2015-03,Number Of Air Passenger Departures,South East Asia,Indonesia,276699
2015-03,Number Of Air Passenger Departures,South East Asia,Thailand,221752
2015-03,Number Of Air Passenger Departures,South East Asia,Philippines,112218
2015-03,Number Of Air Passenger Departures,South East Asia,Vietnam,86420
2015-03,Number Of Air Passenger Departures,North East Asia,China,201606
2015-03,Number Of Air Passenger Departures,North East Asia,Hong Kong,155055
2015-03,Number Of Air Passenger Departures,North East Asia,Japan,128849
2015-03,Number Of Air Passenger Departures,Europe,United Kingdom,50899
2015-03,Number Of Air Passenger Departures,Europe,France,18757
2015-03,Number Of Air Passenger Departures,Europe,Germany,32736
2015-04,Number Of Air Passenger Departures,South East Asia,Malaysia,217573
2015-04,Number Of Air Passenger Departures,South East Asia,Indonesia,274031
2015-04,Number Of Air Passenger Departures,South East Asia,Thailand,210081
2015-04,Number Of Air Passenger Departures,South East Asia,Philippines,113668
2015-04,Number Of Air Passenger Departures,South East Asia,Vietnam,77846
2015-04,Number Of Air Passenger Departures,North East Asia,China,186017
2015-04,Number Of Air Passenger Departures,North East Asia,Hong Kong,145299
2015-04,Number Of Air Passenger Departures,North East Asia,Japan,103715
2015-04,Number Of Air Passenger Departures,Europe,United Kingdom,54775
2015-04,Number Of Air Passenger Departures,Europe,France,17804
2015-04,Number Of Air Passenger Departures,Europe,Germany,32355
2015-05,Number Of Air Passenger Departures,South East Asia,Malaysia,237619
2015-05,Number Of Air Passenger Departures,South East Asia,Indonesia,303026
2015-05,Number Of Air Passenger Departures,South East Asia,Thailand,212240
2015-05,Number Of Air Passenger Departures,South East Asia,Philippines,125447
2015-05,Number Of Air Passenger Departures,South East Asia,Vietnam,88592
2015-05,Number Of Air Passenger Departures,North East Asia,China,201498
2015-05,Number Of Air Passenger Departures,North East Asia,Hong Kong,149272
2015-05,Number Of Air Passenger Departures,North East Asia,Japan,106186
2015-05,Number Of Air Passenger Departures,Europe,United Kingdom,49455
2015-05,Number Of Air Passenger Departures,Europe,France,18961
2015-05,Number Of Air Passenger Departures,Europe,Germany,29875
2015-06,Number Of Air Passenger Departures,South East Asia,Malaysia,248504
2015-06,Number Of Air Passenger Departures,South East Asia,Indonesia,310793
2015-06,Number Of Air Passenger Departures,South East Asia,Thailand,227762
2015-06,Number Of Air Passenger Departures,South East Asia,Philippines,110284
2015-06,Number Of Air Passenger Departures,South East Asia,Vietnam,92833
2015-06,Number Of Air Passenger Departures,North East Asia,China,197467
2015-06,Number Of Air Passenger Departures,North East Asia,Hong Kong,147878
2015-06,Number Of Air Passenger Departures,North East Asia,Japan,106970
2015-06,Number Of Air Passenger Departures,Europe,United Kingdom,56341
2015-06,Number Of Air Passenger Departures,Europe,France,20693
2015-06,Number Of Air Passenger Departures,Europe,Germany,31133
2015-07,Number Of Air Passenger Departures,South East Asia,Malaysia,240414
2015-07,Number Of Air Passenger Departures,South East Asia,Indonesia,339964
2015-07,Number Of Air Passenger Departures,South East Asia,Thailand,217209
2015-07,Number Of Air Passenger Departures,South East Asia,Philippines,97680
2015-07,Number Of Air Passenger Departures,South East Asia,Vietnam,98117
2015-07,Number Of Air Passenger Departures,North East Asia,China,214763
2015-07,Number Of Air Passenger Departures,North East Asia,Hong Kong,156457
2015-07,Number Of Air Passenger Departures,North East Asia,Japan,113948
2015-07,Number Of Air Passenger Departures,Europe,United Kingdom,57057
2015-07,Number Of Air Passenger Departures,Europe,France,21219
2015-07,Number Of Air Passenger Departures,Europe,Germany,31760
2015-08,Number Of Air Passenger Departures,South East Asia,Malaysia,243921
2015-08,Number Of Air Passenger Departures,South East Asia,Indonesia,305892
2015-08,Number Of Air Passenger Departures,South East Asia,Thailand,205187
2015-08,Number Of Air Passenger Departures,South East Asia,Philippines,101706
2015-08,Number Of Air Passenger Departures,South East Asia,Vietnam,92636
2015-08,Number Of Air Passenger Departures,North East Asia,China,260644
2015-08,Number Of Air Passenger Departures,North East Asia,Hong Kong,185117
2015-08,Number Of Air Passenger Departures,North East Asia,Japan,130633
2015-08,Number Of Air Passenger Departures,Europe,United Kingdom,58302
2015-08,Number Of Air Passenger Departures,Europe,France,22627
2015-08,Number Of Air Passenger Departures,Europe,Germany,33838
2015-09,Number Of Air Passenger Departures,South East Asia,Malaysia,232586
2015-09,Number Of Air Passenger Departures,South East Asia,Indonesia,286818
2015-09,Number Of Air Passenger Departures,South East Asia,Thailand,190939
2015-09,Number Of Air Passenger Departures,South East Asia,Philippines,94948
2015-09,Number Of Air Passenger Departures,South East Asia,Vietnam,84213
2015-09,Number Of Air Passenger Departures,North East Asia,China,191859
2015-09,Number Of Air Passenger Departures,North East Asia,Hong Kong,133349
2015-09,Number Of Air Passenger Departures,North East Asia,Japan,117361
2015-09,Number Of Air Passenger Departures,Europe,United Kingdom,54134
2015-09,Number Of Air Passenger Departures,Europe,France,19199
2015-09,Number Of Air Passenger Departures,Europe,Germany,33744
2015-10,Number Of Air Passenger Departures,South East Asia,Malaysia,232170
2015-10,Number Of Air Passenger Departures,South East Asia,Indonesia,287826
2015-10,Number Of Air Passenger Departures,South East Asia,Thailand,219466
2015-10,Number Of Air Passenger Departures,South East Asia,Philippines,99513
2015-10,Number Of Air Passenger Departures,South East Asia,Vietnam,81201
2015-10,Number Of Air Passenger Departures,North East Asia,China,211780
2015-10,Number Of Air Passenger Departures,North East Asia,Hong Kong,154715
2015-10,Number Of Air Passenger Departures,North East Asia,Japan,120818
2015-10,Number Of Air Passenger Departures,Europe,United Kingdom,41227
2015-10,Number Of Air Passenger Departures,Europe,France,15137
2015-10,Number Of Air Passenger Departures,Europe,Germany,28790
2015-11,Number Of Air Passenger Departures,South East Asia,Malaysia,244217
2015-11,Number Of Air Passenger Departures,South East Asia,Indonesia,280179
2015-11,Number Of Air Passenger Departures,South East Asia,Thailand,234926
2015-11,Number Of Air Passenger Departures,South East Asia,Philippines,108769
2015-11,Number Of Air Passenger Departures,South East Asia,Vietnam,87372
2015-11,Number Of Air Passenger Departures,North East Asia,China,202382
2015-11,Number Of Air Passenger Departures,North East Asia,Hong Kong,163178
2015-11,Number Of Air Passenger Departures,North East Asia,Japan,125167
2015-11,Number Of Air Passenger Departures,Europe,United Kingdom,43753
2015-11,Number Of Air Passenger Departures,Europe,France,14814
2015-11,Number Of Air Passenger Departures,Europe,Germany,26191
2015-12,Number Of Air Passenger Departures,South East Asia,Malaysia,286633
2015-12,Number Of Air Passenger Departures,South East Asia,Indonesia,302910
2015-12,Number Of Air Passenger Departures,South East Asia,Thailand,272784
2015-12,Number Of Air Passenger Departures,South East Asia,Philippines,140383
2015-12,Number Of Air Passenger Departures,South East Asia,Vietnam,104896
2015-12,Number Of Air Passenger Departures,North East Asia,China,213327
2015-12,Number Of Air Passenger Departures,North East Asia,Hong Kong,174793
2015-12,Number Of Air Passenger Departures,North East Asia,Japan,137173
2015-12,Number Of Air Passenger Departures,Europe,United Kingdom,48595
2015-12,Number Of Air Passenger Departures,Europe,France,15725
2015-12,Number Of Air Passenger Departures,Europe,Germany,25895
2016-01,Number Of Air Passenger Departures,South East Asia,Malaysia,229464
2016-01,Number Of Air Passenger Departures,South East Asia,Indonesia,295912
2016-01,Number Of Air Passenger Departures,South East Asia,Thailand,220545
2016-01,Number Of Air Passenger Departures,South East Asia,Philippines,104780
2016-01,Number Of Air Passenger Departures,South East Asia,Vietnam,86825
2016-01,Number Of Air Passenger Departures,North East Asia,China,195632
2016-01,Number Of Air Passenger Departures,North East Asia,Hong Kong,141698
2016-01,Number Of Air Passenger Departures,North East Asia,Japan,107665
2016-01,Number Of Air Passenger Departures,Europe,United Kingdom,50089
2016-01,Number Of Air Passenger Departures,Europe,France,13317
2016-01,Number Of Air Passenger Departures,Europe,Germany,29436
2016-02,Number Of Air Passenger Departures,South East Asia,Malaysia,237642
2016-02,Number Of Air Passenger Departures,South East Asia,Indonesia,268906
2016-02,Number Of Air Passenger Departures,South East Asia,Thailand,222885
2016-02,Number Of Air Passenger Departures,South East Asia,Philippines,100457
2016-02,Number Of Air Passenger Departures,South East Asia,Vietnam,86077
2016-02,Number Of Air Passenger Departures,North East Asia,China,263343
2016-02,Number Of Air Passenger Departures,North East Asia,Hong Kong,150986
2016-02,Number Of Air Passenger Departures,North East Asia,Japan,111124
2016-02,Number Of Air Passenger Departures,Europe,United Kingdom,43265
2016-02,Number Of Air Passenger Departures,Europe,France,14839
2016-02,Number Of Air Passenger Departures,Europe,Germany,25255
2016-03,Number Of Air Passenger Departures,South East Asia,Malaysia,257838
2016-03,Number Of Air Passenger Departures,South East Asia,Indonesia,301809
2016-03,Number Of Air Passenger Departures,South East Asia,Thailand,252580
2016-03,Number Of Air Passenger Departures,South East Asia,Philippines,119847
2016-03,Number Of Air Passenger Departures,South East Asia,Vietnam,93615
2016-03,Number Of Air Passenger Departures,North East Asia,China,223340
2016-03,Number Of Air Passenger Departures,North East Asia,Hong Kong,157695
2016-03,Number Of Air Passenger Departures,North East Asia,Japan,139487
2016-03,Number Of Air Passenger Departures,Europe,United Kingdom,53048
2016-03,Number Of Air Passenger Departures,Europe,France,19010
2016-03,Number Of Air Passenger Departures,Europe,Germany,32729
2016-04,Number Of Air Passenger Departures,South East Asia,Malaysia,238836
2016-04,Number Of Air Passenger Departures,South East Asia,Indonesia,295459
2016-04,Number Of Air Passenger Departures,South East Asia,Thailand,239207
2016-04,Number Of Air Passenger Departures,South East Asia,Philippines,118290
2016-04,Number Of Air Passenger Departures,South East Asia,Vietnam,88952
2016-04,Number Of Air Passenger Departures,North East Asia,China,234186
2016-04,Number Of Air Passenger Departures,North East Asia,Hong Kong,155634
2016-04,Number Of Air Passenger Departures,North East Asia,Japan,117097
2016-04,Number Of Air Passenger Departures,Europe,United Kingdom,55966
2016-04,Number Of Air Passenger Departures,Europe,France,19802
2016-04,Number Of Air Passenger Departures,Europe,Germany,31980
2016-05,Number Of Air Passenger Departures,South East Asia,Malaysia,252424
2016-05,Number Of Air Passenger Departures,South East Asia,Indonesia,319954
2016-05,Number Of Air Passenger Departures,South East Asia,Thailand,231026
2016-05,Number Of Air Passenger Departures,South East Asia,Philippines,126628
2016-05,Number Of Air Passenger Departures,South East Asia,Vietnam,94565
2016-05,Number Of Air Passenger Departures,North East Asia,China,236454
2016-05,Number Of Air Passenger Departures,North East Asia,Hong Kong,152754
2016-05,Number Of Air Passenger Departures,North East Asia,Japan,116677
2016-05,Number Of Air Passenger Departures,Europe,United Kingdom,48888
2016-05,Number Of Air Passenger Departures,Europe,France,19738
2016-05,Number Of Air Passenger Departures,Europe,Germany,30143
2016-06,Number Of Air Passenger Departures,South East Asia,Malaysia,257931
2016-06,Number Of Air Passenger Departures,South East Asia,Indonesia,307644
2016-06,Number Of Air Passenger Departures,South East Asia,Thailand,230434
2016-06,Number Of Air Passenger Departures,South East Asia,Philippines,113819
2016-06,Number Of Air Passenger Departures,South East Asia,Vietnam,97516
2016-06,Number Of Air Passenger Departures,North East Asia,China,229889
2016-06,Number Of Air Passenger Departures,North East Asia,Hong Kong,147022
2016-06,Number Of Air Passenger Departures,North East Asia,Japan,109605
2016-06,Number Of Air Passenger Departures,Europe,United Kingdom,57778
2016-06,Number Of Air Passenger Departures,Europe,France,19436
2016-06,Number Of Air Passenger Departures,Europe,Germany,30805
2016-07,Number Of Air Passenger Departures,South East Asia,Malaysia,260258
2016-07,Number Of Air Passenger Departures,South East Asia,Indonesia,371216
2016-07,Number Of Air Passenger Departures,South East Asia,Thailand,232245
2016-07,Number Of Air Passenger Departures,South East Asia,Philippines,104073
2016-07,Number Of Air Passenger Departures,South East Asia,Vietnam,104565
2016-07,Number Of Air Passenger Departures,North East Asia,China,245807
2016-07,Number Of Air Passenger Departures,North East Asia,Hong Kong,150036
2016-07,Number Of Air Passenger Departures,North East Asia,Japan,105279
2016-07,Number Of Air Passenger Departures,Europe,United Kingdom,59413
2016-07,Number Of Air Passenger Departures,Europe,France,19344
2016-07,Number Of Air Passenger Departures,Europe,Germany,30573
2016-08,Number Of Air Passenger Departures,South East Asia,Malaysia,246382
2016-08,Number Of Air Passenger Departures,South East Asia,Indonesia,314934
2016-08,Number Of Air Passenger Departures,South East Asia,Thailand,204087
2016-08,Number Of Air Passenger Departures,South East Asia,Philippines,97964
2016-08,Number Of Air Passenger Departures,South East Asia,Vietnam,94336
2016-08,Number Of Air Passenger Departures,North East Asia,China,283712
2016-08,Number Of Air Passenger Departures,North East Asia,Hong Kong,161138
2016-08,Number Of Air Passenger Departures,North East Asia,Japan,119815
2016-08,Number Of Air Passenger Departures,Europe,United Kingdom,64941
2016-08,Number Of Air Passenger Departures,Europe,France,20430
2016-08,Number Of Air Passenger Departures,Europe,Germany,34643
2016-09,Number Of Air Passenger Departures,South East Asia,Malaysia,249239
2016-09,Number Of Air Passenger Departures,South East Asia,Indonesia,301544
2016-09,Number Of Air Passenger Departures,South East Asia,Thailand,207122
2016-09,Number Of Air Passenger Departures,South East Asia,Philippines,93794
2016-09,Number Of Air Passenger Departures,South East Asia,Vietnam,89863
2016-09,Number Of Air Passenger Departures,North East Asia,China,212385
2016-09,Number Of Air Passenger Departures,North East Asia,Hong Kong,126896
2016-09,Number Of Air Passenger Departures,North East Asia,Japan,112723
2016-09,Number Of Air Passenger Departures,Europe,United Kingdom,58270
2016-09,Number Of Air Passenger Departures,Europe,France,17709
2016-09,Number Of Air Passenger Departures,Europe,Germany,32535
2016-10,Number Of Air Passenger Departures,South East Asia,Malaysia,254766
2016-10,Number Of Air Passenger Departures,South East Asia,Indonesia,316342
2016-10,Number Of Air Passenger Departures,South East Asia,Thailand,213560
2016-10,Number Of Air Passenger Departures,South East Asia,Philippines,99503
2016-10,Number Of Air Passenger Departures,South East Asia,Vietnam,88146
2016-10,Number Of Air Passenger Departures,North East Asia,China,226366
2016-10,Number Of Air Passenger Departures,North East Asia,Hong Kong,138929
2016-10,Number Of Air Passenger Departures,North East Asia,Japan,116800
2016-10,Number Of Air Passenger Departures,Europe,United Kingdom,45360
2016-10,Number Of Air Passenger Departures,Europe,France,15943
2016-10,Number Of Air Passenger Departures,Europe,Germany,30584
2016-11,Number Of Air Passenger Departures,South East Asia,Malaysia,258320
2016-11,Number Of Air Passenger Departures,South East Asia,Indonesia,300455
2016-11,Number Of Air Passenger Departures,South East Asia,Thailand,221313
2016-11,Number Of Air Passenger Departures,South East Asia,Philippines,112434
2016-11,Number Of Air Passenger Departures,South East Asia,Vietnam,96222
2016-11,Number Of Air Passenger Departures,North East Asia,China,227352
2016-11,Number Of Air Passenger Departures,North East Asia,Hong Kong,144740
2016-11,Number Of Air Passenger Departures,North East Asia,Japan,118478
2016-11,Number Of Air Passenger Departures,Europe,United Kingdom,46842
2016-11,Number Of Air Passenger Departures,Europe,France,16999
2016-11,Number Of Air Passenger Departures,Europe,Germany,29380
2016-12,Number Of Air Passenger Departures,South East Asia,Malaysia,304950
2016-12,Number Of Air Passenger Departures,South East Asia,Indonesia,335360
2016-12,Number Of Air Passenger Departures,South East Asia,Thailand,267095
2016-12,Number Of Air Passenger Departures,South East Asia,Philippines,144361
2016-12,Number Of Air Passenger Departures,South East Asia,Vietnam,112961
2016-12,Number Of Air Passenger Departures,North East Asia,China,258271
2016-12,Number Of Air Passenger Departures,North East Asia,Hong Kong,165351
2016-12,Number Of Air Passenger Departures,North East Asia,Japan,135511
2016-12,Number Of Air Passenger Departures,Europe,United Kingdom,50928
2016-12,Number Of Air Passenger Departures,Europe,France,16303
2016-12,Number Of Air Passenger Departures,Europe,Germany,30436
2017-01,Number Of Air Passenger Departures,South East Asia,Malaysia,265543
2017-01,Number Of Air Passenger Departures,South East Asia,Indonesia,344501
2017-01,Number Of Air Passenger Departures,South East Asia,Thailand,225114
2017-01,Number Of Air Passenger Departures,South East Asia,Philippines,114849
2017-01,Number Of Air Passenger Departures,South East Asia,Vietnam,96785
2017-01,Number Of Air Passenger Departures,North East Asia,China,254192
2017-01,Number Of Air Passenger Departures,North East Asia,Hong Kong,128291
2017-01,Number Of Air Passenger Departures,North East Asia,Japan,106731
2017-01,Number Of Air Passenger Departures,Europe,United Kingdom,53038
2017-01,Number Of Air Passenger Departures,Europe,France,16417
2017-01,Number Of Air Passenger Departures,Europe,Germany,32774
2017-02,Number Of Air Passenger Departures,South East Asia,Malaysia,226336
2017-02,Number Of Air Passenger Departures,South East Asia,Indonesia,270594
2017-02,Number Of Air Passenger Departures,South East Asia,Thailand,207458
2017-02,Number Of Air Passenger Departures,South East Asia,Philippines,99125
2017-02,Number Of Air Passenger Departures,South East Asia,Vietnam,86541
2017-02,Number Of Air Passenger Departures,North East Asia,China,269935
2017-02,Number Of Air Passenger Departures,North East Asia,Hong Kong,141529
2017-02,Number Of Air Passenger Departures,North East Asia,Japan,98196
2017-02,Number Of Air Passenger Departures,Europe,United Kingdom,45151
2017-02,Number Of Air Passenger Departures,Europe,France,15948
2017-02,Number Of Air Passenger Departures,Europe,Germany,29405
2017-03,Number Of Air Passenger Departures,South East Asia,Malaysia,270990
2017-03,Number Of Air Passenger Departures,South East Asia,Indonesia,325309
2017-03,Number Of Air Passenger Departures,South East Asia,Thailand,244216
2017-03,Number Of Air Passenger Departures,South East Asia,Philippines,119274
2017-03,Number Of Air Passenger Departures,South East Asia,Vietnam,98165
2017-03,Number Of Air Passenger Departures,North East Asia,China,248150
2017-03,Number Of Air Passenger Departures,North East Asia,Hong Kong,146303
2017-03,Number Of Air Passenger Departures,North East Asia,Japan,130007
2017-03,Number Of Air Passenger Departures,Europe,United Kingdom,59481
2017-03,Number Of Air Passenger Departures,Europe,France,20295
2017-03,Number Of Air Passenger Departures,Europe,Germany,39825
2017-04,Number Of Air Passenger Departures,South East Asia,Malaysia,265973
2017-04,Number Of Air Passenger Departures,South East Asia,Indonesia,341023
2017-04,Number Of Air Passenger Departures,South East Asia,Thailand,245698
2017-04,Number Of Air Passenger Departures,South East Asia,Philippines,127895
2017-04,Number Of Air Passenger Departures,South East Asia,Vietnam,94188
2017-04,Number Of Air Passenger Departures,North East Asia,China,253210
2017-04,Number Of Air Passenger Departures,North East Asia,Hong Kong,136253
2017-04,Number Of Air Passenger Departures,North East Asia,Japan,112702
2017-04,Number Of Air Passenger Departures,Europe,United Kingdom,60961
2017-04,Number Of Air Passenger Departures,Europe,France,19771
2017-04,Number Of Air Passenger Departures,Europe,Germany,39486
2017-05,Number Of Air Passenger Departures,South East Asia,Malaysia,266497
2017-05,Number Of Air Passenger Departures,South East Asia,Indonesia,328353
2017-05,Number Of Air Passenger Departures,South East Asia,Thailand,238268
2017-05,Number Of Air Passenger Departures,South East Asia,Philippines,131166
2017-05,Number Of Air Passenger Departures,South East Asia,Vietnam,98484
2017-05,Number Of Air Passenger Departures,North East Asia,China,257217
2017-05,Number Of Air Passenger Departures,North East Asia,Hong Kong,134305
2017-05,Number Of Air Passenger Departures,North East Asia,Japan,108491
2017-05,Number Of Air Passenger Departures,Europe,United Kingdom,55989
2017-05,Number Of Air Passenger Departures,Europe,France,18806
2017-05,Number Of Air Passenger Departures,Europe,Germany,35749
2017-06,Number Of Air Passenger Departures,South East Asia,Malaysia,277727
2017-06,Number Of Air Passenger Departures,South East Asia,Indonesia,309322
2017-06,Number Of Air Passenger Departures,South East Asia,Thailand,252492
2017-06,Number Of Air Passenger Departures,South East Asia,Philippines,119582
2017-06,Number Of Air Passenger Departures,South East Asia,Vietnam,108926
2017-06,Number Of Air Passenger Departures,North East Asia,China,257804
2017-06,Number Of Air Passenger Departures,North East Asia,Hong Kong,135987
2017-06,Number Of Air Passenger Departures,North East Asia,Japan,110039
2017-06,Number Of Air Passenger Departures,Europe,United Kingdom,60191
2017-06,Number Of Air Passenger Departures,Europe,France,19656
2017-06,Number Of Air Passenger Departures,Europe,Germany,36404
2017-07,Number Of Air Passenger Departures,South East Asia,Malaysia,274837
2017-07,Number Of Air Passenger Departures,South East Asia,Indonesia,391523
2017-07,Number Of Air Passenger Departures,South East Asia,Thailand,231727
2017-07,Number Of Air Passenger Departures,South East Asia,Philippines,109987
2017-07,Number Of Air Passenger Departures,South East Asia,Vietnam,111358
2017-07,Number Of Air Passenger Departures,North East Asia,China,266361
2017-07,Number Of Air Passenger Departures,North East Asia,Hong Kong,136045
2017-07,Number Of Air Passenger Departures,North East Asia,Japan,100728
2017-07,Number Of Air Passenger Departures,Europe,United Kingdom,60067
2017-07,Number Of Air Passenger Departures,Europe,France,18698
2017-07,Number Of Air Passenger Departures,Europe,Germany,35967
2017-08,Number Of Air Passenger Departures,South East Asia,Malaysia,271539
2017-08,Number Of Air Passenger Departures,South East Asia,Indonesia,331376
2017-08,Number Of Air Passenger Departures,South East Asia,Thailand,233145
2017-08,Number Of Air Passenger Departures,South East Asia,Philippines,102560
2017-08,Number Of Air Passenger Departures,South East Asia,Vietnam,102900
2017-08,Number Of Air Passenger Departures,North East Asia,China,312961
2017-08,Number Of Air Passenger Departures,North East Asia,Hong Kong,157914
2017-08,Number Of Air Passenger Departures,North East Asia,Japan,118550
2017-08,Number Of Air Passenger Departures,Europe,United Kingdom,59520
2017-08,Number Of Air Passenger Departures,Europe,France,20293
2017-08,Number Of Air Passenger Departures,Europe,Germany,39054
2017-09,Number Of Air Passenger Departures,South East Asia,Malaysia,262753
2017-09,Number Of Air Passenger Departures,South East Asia,Indonesia,314156
2017-09,Number Of Air Passenger Departures,South East Asia,Thailand,218028
2017-09,Number Of Air Passenger Departures,South East Asia,Philippines,97973
2017-09,Number Of Air Passenger Departures,South East Asia,Vietnam,93033
2017-09,Number Of Air Passenger Departures,North East Asia,China,230558
2017-09,Number Of Air Passenger Departures,North East Asia,Hong Kong,116594
2017-09,Number Of Air Passenger Departures,North East Asia,Japan,111745
2017-09,Number Of Air Passenger Departures,Europe,United Kingdom,60844
2017-09,Number Of Air Passenger Departures,Europe,France,18005
2017-09,Number Of Air Passenger Departures,Europe,Germany,36455
2017-10,Number Of Air Passenger Departures,South East Asia,Malaysia,269182
2017-10,Number Of Air Passenger Departures,South East Asia,Indonesia,311738
2017-10,Number Of Air Passenger Departures,South East Asia,Thailand,239176
2017-10,Number Of Air Passenger Departures,South East Asia,Philippines,105164
2017-10,Number Of Air Passenger Departures,South East Asia,Vietnam,97534
2017-10,Number Of Air Passenger Departures,North East Asia,China,268398
2017-10,Number Of Air Passenger Departures,North East Asia,Hong Kong,144238
2017-10,Number Of Air Passenger Departures,North East Asia,Japan,116404
2017-10,Number Of Air Passenger Departures,Europe,United Kingdom,49320
2017-10,Number Of Air Passenger Departures,Europe,France,15963
2017-10,Number Of Air Passenger Departures,Europe,Germany,30107
2017-11,Number Of Air Passenger Departures,South East Asia,Malaysia,275175
2017-11,Number Of Air Passenger Departures,South East Asia,Indonesia,302135
2017-11,Number Of Air Passenger Departures,South East Asia,Thailand,257484
2017-11,Number Of Air Passenger Departures,South East Asia,Philippines,119605
2017-11,Number Of Air Passenger Departures,South East Asia,Vietnam,101532
2017-11,Number Of Air Passenger Departures,North East Asia,China,257884
2017-11,Number Of Air Passenger Departures,North East Asia,Hong Kong,147727
2017-11,Number Of Air Passenger Departures,North East Asia,Japan,130668
2017-11,Number Of Air Passenger Departures,Europe,United Kingdom,52027
2017-11,Number Of Air Passenger Departures,Europe,France,17209
2017-11,Number Of Air Passenger Departures,Europe,Germany,33092
2017-12,Number Of Air Passenger Departures,South East Asia,Malaysia,322835
2017-12,Number Of Air Passenger Departures,South East Asia,Indonesia,316178
2017-12,Number Of Air Passenger Departures,South East Asia,Thailand,286008
2017-12,Number Of Air Passenger Departures,South East Asia,Philippines,143930
2017-12,Number Of Air Passenger Departures,South East Asia,Vietnam,120573
2017-12,Number Of Air Passenger Departures,North East Asia,China,278996
2017-12,Number Of Air Passenger Departures,North East Asia,Hong Kong,151498
2017-12,Number Of Air Passenger Departures,North East Asia,Japan,145538
2017-12,Number Of Air Passenger Departures,Europe,United Kingdom,57066
2017-12,Number Of Air Passenger Departures,Europe,France,17329
2017-12,Number Of Air Passenger Departures,Europe,Germany,31863
2018-01,Number Of Air Passenger Departures,South East Asia,Malaysia,250915
2018-01,Number Of Air Passenger Departures,South East Asia,Indonesia,324053
2018-01,Number Of Air Passenger Departures,South East Asia,Thailand,239346
2018-01,Number Of Air Passenger Departures,South East Asia,Philippines,108961
2018-01,Number Of Air Passenger Departures,South East Asia,Vietnam,95366
2018-01,Number Of Air Passenger Departures,North East Asia,China,229943
2018-01,Number Of Air Passenger Departures,North East Asia,Hong Kong,119835
2018-01,Number Of Air Passenger Departures,North East Asia,Japan,113178
2018-01,Number Of Air Passenger Departures,Europe,United Kingdom,55260
2018-01,Number Of Air Passenger Departures,Europe,France,16243
2018-01,Number Of Air Passenger Departures,Europe,Germany,33018
2018-02,Number Of Air Passenger Departures,South East Asia,Malaysia,261450
2018-02,Number Of Air Passenger Departures,South East Asia,Indonesia,285111
2018-02,Number Of Air Passenger Departures,South East Asia,Thailand,225449
2018-02,Number Of Air Passenger Departures,South East Asia,Philippines,100651
2018-02,Number Of Air Passenger Departures,South East Asia,Vietnam,97579
2018-02,Number Of Air Passenger Departures,North East Asia,China,300339
2018-02,Number Of Air Passenger Departures,North East Asia,Hong Kong,126185
2018-02,Number Of Air Passenger Departures,North East Asia,Japan,113153
2018-02,Number Of Air Passenger Departures,Europe,United Kingdom,49901
2018-02,Number Of Air Passenger Departures,Europe,France,14889
2018-02,Number Of Air Passenger Departures,Europe,Germany,29086
2018-03,Number Of Air Passenger Departures,South East Asia,Malaysia,292727
2018-03,Number Of Air Passenger Departures,South East Asia,Indonesia,345889
2018-03,Number Of Air Passenger Departures,South East Asia,Thailand,261899
2018-03,Number Of Air Passenger Departures,South East Asia,Philippines,126795
2018-03,Number Of Air Passenger Departures,South East Asia,Vietnam,111449
2018-03,Number Of Air Passenger Departures,North East Asia,China,284687
2018-03,Number Of Air Passenger Departures,North East Asia,Hong Kong,138315
2018-03,Number Of Air Passenger Departures,North East Asia,Japan,140415
2018-03,Number Of Air Passenger Departures,Europe,United Kingdom,63276
2018-03,Number Of Air Passenger Departures,Europe,France,18775
2018-03,Number Of Air Passenger Departures,Europe,Germany,39872
2018-04,Number Of Air Passenger Departures,South East Asia,Malaysia,268537
2018-04,Number Of Air Passenger Departures,South East Asia,Indonesia,337949
2018-04,Number Of Air Passenger Departures,South East Asia,Thailand,244262
2018-04,Number Of Air Passenger Departures,South East Asia,Philippines,130546
2018-04,Number Of Air Passenger Departures,South East Asia,Vietnam,98172
