month,level_1,level_2,value
1961-11,Number Of Air Passenger Arrivals,North America,na
1961-11,Number Of Air Passenger Arrivals,Other Regions,na
1961-12,Number Of Air Passenger Arrivals,South East Asia,na
1961-12,Number Of Air Passenger Arrivals,North East Asia,na
1961-12,Number Of Air Passenger Arrivals,South Asia,na
1961-12,Number Of Air Passenger Arrivals,Middle East,na
1961-12,Number Of Air Passenger Arrivals,Oceania,na
1961-12,Number Of Air Passenger Arrivals,Europe,na
1961-12,Number Of Air Passenger Arrivals,North America,na
1961-12,Number Of Air Passenger Arrivals,Other Regions,na
1962-01,Number Of Air Passenger Arrivals,South East Asia,na
1962-01,Number Of Air Passenger Arrivals,North East Asia,na
1962-01,Number Of Air Passenger Arrivals,South Asia,na
1962-01,Number Of Air Passenger Arrivals,Middle East,na
1962-01,Number Of Air Passenger Arrivals,Oceania,na
1962-01,Number Of Air Passenger Arrivals,Europe,na
1962-01,Number Of Air Passenger Arrivals,North America,na
1962-01,Number Of Air Passenger Arrivals,Other Regions,na
1962-02,Number Of Air Passenger Arrivals,South East Asia,na
1962-02,Number Of Air Passenger Arrivals,North East Asia,na
1962-02,Number Of Air Passenger Arrivals,South Asia,na
1962-02,Number Of Air Passenger Arrivals,Middle East,na
1962-02,Number Of Air Passenger Arrivals,Oceania,na
1962-02,Number Of Air Passenger Arrivals,Europe,na
1962-02,Number Of Air Passenger Arrivals,North America,na
1962-02,Number Of Air Passenger Arrivals,Other Regions,na
1962-03,Number Of Air Passenger Arrivals,South East Asia,na
1962-03,Number Of Air Passenger Arrivals,North East Asia,na
1962-03,Number Of Air Passenger Arrivals,South Asia,na
1962-03,Number Of Air Passenger Arrivals,Middle East,na
1962-03,Number Of Air Passenger Arrivals,Oceania,na
1962-03,Number Of Air Passenger Arrivals,Europe,na
1962-03,Number Of Air Passenger Arrivals,North America,na
1962-03,Number Of Air Passenger Arrivals,Other Regions,na
1962-04,Number Of Air Passenger Arrivals,South East Asia,na
1962-04,Number Of Air Passenger Arrivals,North East Asia,na
1962-04,Number Of Air Passenger Arrivals,South Asia,na
1962-04,Number Of Air Passenger Arrivals,Middle East,na
1962-04,Number Of Air Passenger Arrivals,Oceania,na
1962-04,Number Of Air Passenger Arrivals,Europe,na
1962-04,Number Of Air Passenger Arrivals,North America,na
1962-04,Number Of Air Passenger Arrivals,Other Regions,na
1962-05,Number Of Air Passenger Arrivals,South East Asia,na
1962-05,Number Of Air Passenger Arrivals,North East Asia,na
1962-05,Number Of Air Passenger Arrivals,South Asia,na
1962-05,Number Of Air Passenger Arrivals,Middle East,na
1962-05,Number Of Air Passenger Arrivals,Oceania,na
1962-05,Number Of Air Passenger Arrivals,Europe,na
1962-05,Number Of Air Passenger Arrivals,North America,na
1962-05,Number Of Air Passenger Arrivals,Other Regions,na
1962-06,Number Of Air Passenger Arrivals,South East Asia,na
1962-06,Number Of Air Passenger Arrivals,North East Asia,na
1962-06,Number Of Air Passenger Arrivals,South Asia,na
1962-06,Number Of Air Passenger Arrivals,Middle East,na
1962-06,Number Of Air Passenger Arrivals,Oceania,na
1962-06,Number Of Air Passenger Arrivals,Europe,na
1962-06,Number Of Air Passenger Arrivals,North America,na
1962-06,Number Of Air Passenger Arrivals,Other Regions,na
1962-07,Number Of Air Passenger Arrivals,South East Asia,na
1962-07,Number Of Air Passenger Arrivals,North East Asia,na
1962-07,Number Of Air Passenger Arrivals,South Asia,na
1962-07,Number Of Air Passenger Arrivals,Middle East,na
1962-07,Number Of Air Passenger Arrivals,Oceania,na
1962-07,Number Of Air Passenger Arrivals,Europe,na
1962-07,Number Of Air Passenger Arrivals,North America,na
1962-07,Number Of Air Passenger Arrivals,Other Regions,na
1962-08,Number Of Air Passenger Arrivals,South East Asia,na
1962-08,Number Of Air Passenger Arrivals,North East Asia,na
1962-08,Number Of Air Passenger Arrivals,South Asia,na
1962-08,Number Of Air Passenger Arrivals,Middle East,na
1962-08,Number Of Air Passenger Arrivals,Oceania,na
1962-08,Number Of Air Passenger Arrivals,Europe,na
1962-08,Number Of Air Passenger Arrivals,North America,na
1962-08,Number Of Air Passenger Arrivals,Other Regions,na
1962-09,Number Of Air Passenger Arrivals,South East Asia,na
1962-09,Number Of Air Passenger Arrivals,North East Asia,na
1962-09,Number Of Air Passenger Arrivals,South Asia,na
1962-09,Number Of Air Passenger Arrivals,Middle East,na
1962-09,Number Of Air Passenger Arrivals,Oceania,na
1962-09,Number Of Air Passenger Arrivals,Europe,na
1962-09,Number Of Air Passenger Arrivals,North America,na
1962-09,Number Of Air Passenger Arrivals,Other Regions,na
1962-10,Number Of Air Passenger Arrivals,South East Asia,na
1962-10,Number Of Air Passenger Arrivals,North East Asia,na
1962-10,Number Of Air Passenger Arrivals,South Asia,na
1962-10,Number Of Air Passenger Arrivals,Middle East,na
1962-10,Number Of Air Passenger Arrivals,Oceania,na
1962-10,Number Of Air Passenger Arrivals,Europe,na
1962-10,Number Of Air Passenger Arrivals,North America,na
1962-10,Number Of Air Passenger Arrivals,Other Regions,na
1962-11,Number Of Air Passenger Arrivals,South East Asia,na
1962-11,Number Of Air Passenger Arrivals,North East Asia,na
1962-11,Number Of Air Passenger Arrivals,South Asia,na
1962-11,Number Of Air Passenger Arrivals,Middle East,na
1962-11,Number Of Air Passenger Arrivals,Oceania,na
1962-11,Number Of Air Passenger Arrivals,Europe,na
1962-11,Number Of Air Passenger Arrivals,North America,na
1962-11,Number Of Air Passenger Arrivals,Other Regions,na
1962-12,Number Of Air Passenger Arrivals,South East Asia,na
1962-12,Number Of Air Passenger Arrivals,North East Asia,na
1962-12,Number Of Air Passenger Arrivals,South Asia,na
1962-12,Number Of Air Passenger Arrivals,Middle East,na
1962-12,Number Of Air Passenger Arrivals,Oceania,na
1962-12,Number Of Air Passenger Arrivals,Europe,na
1962-12,Number Of Air Passenger Arrivals,North America,na
1962-12,Number Of Air Passenger Arrivals,Other Regions,na
1963-01,Number Of Air Passenger Arrivals,South East Asia,na
1963-01,Number Of Air Passenger Arrivals,North East Asia,na
1963-01,Number Of Air Passenger Arrivals,South Asia,na
1963-01,Number Of Air Passenger Arrivals,Middle East,na
1963-01,Number Of Air Passenger Arrivals,Oceania,na
1963-01,Number Of Air Passenger Arrivals,Europe,na
1963-01,Number Of Air Passenger Arrivals,North America,na
1963-01,Number Of Air Passenger Arrivals,Other Regions,na
1963-02,Number Of Air Passenger Arrivals,South East Asia,na
1963-02,Number Of Air Passenger Arrivals,North East Asia,na
1963-02,Number Of Air Passenger Arrivals,South Asia,na
1963-02,Number Of Air Passenger Arrivals,Middle East,na
1963-02,Number Of Air Passenger Arrivals,Oceania,na
1963-02,Number Of Air Passenger Arrivals,Europe,na
1963-02,Number Of Air Passenger Arrivals,North America,na
1963-02,Number Of Air Passenger Arrivals,Other Regions,na
1963-03,Number Of Air Passenger Arrivals,South East Asia,na
1963-03,Number Of Air Passenger Arrivals,North East Asia,na
1963-03,Number Of Air Passenger Arrivals,South Asia,na
1963-03,Number Of Air Passenger Arrivals,Middle East,na
1963-03,Number Of Air Passenger Arrivals,Oceania,na
1963-03,Number Of Air Passenger Arrivals,Europe,na
1963-03,Number Of Air Passenger Arrivals,North America,na
1963-03,Number Of Air Passenger Arrivals,Other Regions,na
1963-04,Number Of Air Passenger Arrivals,South East Asia,na
1963-04,Number Of Air Passenger Arrivals,North East Asia,na
1963-04,Number Of Air Passenger Arrivals,South Asia,na
1963-04,Number Of Air Passenger Arrivals,Middle East,na
1963-04,Number Of Air Passenger Arrivals,Oceania,na
1963-04,Number Of Air Passenger Arrivals,Europe,na
1963-04,Number Of Air Passenger Arrivals,North America,na
1963-04,Number Of Air Passenger Arrivals,Other Regions,na
1963-05,Number Of Air Passenger Arrivals,South East Asia,na
1963-05,Number Of Air Passenger Arrivals,North East Asia,na
1963-05,Number Of Air Passenger Arrivals,South Asia,na
1963-05,Number Of Air Passenger Arrivals,Middle East,na
1963-05,Number Of Air Passenger Arrivals,Oceania,na
1963-05,Number Of Air Passenger Arrivals,Europe,na
1963-05,Number Of Air Passenger Arrivals,North America,na
1963-05,Number Of Air Passenger Arrivals,Other Regions,na
1963-06,Number Of Air Passenger Arrivals,South East Asia,na
1963-06,Number Of Air Passenger Arrivals,North East Asia,na
1963-06,Number Of Air Passenger Arrivals,South Asia,na
1963-06,Number Of Air Passenger Arrivals,Middle East,na
1963-06,Number Of Air Passenger Arrivals,Oceania,na
1963-06,Number Of Air Passenger Arrivals,Europe,na
1963-06,Number Of Air Passenger Arrivals,North America,na
1963-06,Number Of Air Passenger Arrivals,Other Regions,na
1963-07,Number Of Air Passenger Arrivals,South East Asia,na
1963-07,Number Of Air Passenger Arrivals,North East Asia,na
1963-07,Number Of Air Passenger Arrivals,South Asia,na
1963-07,Number Of Air Passenger Arrivals,Middle East,na
1963-07,Number Of Air Passenger Arrivals,Oceania,na
1963-07,Number Of Air Passenger Arrivals,Europe,na
1963-07,Number Of Air Passenger Arrivals,North America,na
1963-07,Number Of Air Passenger Arrivals,Other Regions,na
1963-08,Number Of Air Passenger Arrivals,South East Asia,na
1963-08,Number Of Air Passenger Arrivals,North East Asia,na
1963-08,Number Of Air Passenger Arrivals,South Asia,na
1963-08,Number Of Air Passenger Arrivals,Middle East,na
1963-08,Number Of Air Passenger Arrivals,Oceania,na
1963-08,Number Of Air Passenger Arrivals,Europe,na
1963-08,Number Of Air Passenger Arrivals,North America,na
1963-08,Number Of Air Passenger Arrivals,Other Regions,na
1963-09,Number Of Air Passenger Arrivals,South East Asia,na
1963-09,Number Of Air Passenger Arrivals,North East Asia,na
1963-09,Number Of Air Passenger Arrivals,South Asia,na
1963-09,Number Of Air Passenger Arrivals,Middle East,na
1963-09,Number Of Air Passenger Arrivals,Oceania,na
1963-09,Number Of Air Passenger Arrivals,Europe,na
1963-09,Number Of Air Passenger Arrivals,North America,na
1963-09,Number Of Air Passenger Arrivals,Other Regions,na
1963-10,Number Of Air Passenger Arrivals,South East Asia,na
1963-10,Number Of Air Passenger Arrivals,North East Asia,na
1963-10,Number Of Air Passenger Arrivals,South Asia,na
1963-10,Number Of Air Passenger Arrivals,Middle East,na
1963-10,Number Of Air Passenger Arrivals,Oceania,na
1963-10,Number Of Air Passenger Arrivals,Europe,na
1963-10,Number Of Air Passenger Arrivals,North America,na
1963-10,Number Of Air Passenger Arrivals,Other Regions,na
1963-11,Number Of Air Passenger Arrivals,South East Asia,na
1963-11,Number Of Air Passenger Arrivals,North East Asia,na
1963-11,Number Of Air Passenger Arrivals,South Asia,na
1963-11,Number Of Air Passenger Arrivals,Middle East,na
1963-11,Number Of Air Passenger Arrivals,Oceania,na
1963-11,Number Of Air Passenger Arrivals,Europe,na
1963-11,Number Of Air Passenger Arrivals,North America,na
1963-11,Number Of Air Passenger Arrivals,Other Regions,na
1963-12,Number Of Air Passenger Arrivals,South East Asia,na
1963-12,Number Of Air Passenger Arrivals,North East Asia,na
1963-12,Number Of Air Passenger Arrivals,South Asia,na
1963-12,Number Of Air Passenger Arrivals,Middle East,na
1963-12,Number Of Air Passenger Arrivals,Oceania,na
1963-12,Number Of Air Passenger Arrivals,Europe,na
1963-12,Number Of Air Passenger Arrivals,North America,na
1963-12,Number Of Air Passenger Arrivals,Other Regions,na
1964-01,Number Of Air Passenger Arrivals,South East Asia,na
1964-01,Number Of Air Passenger Arrivals,North East Asia,na
1964-01,Number Of Air Passenger Arrivals,South Asia,na
1964-01,Number Of Air Passenger Arrivals,Middle East,na
1964-01,Number Of Air Passenger Arrivals,Oceania,na
1964-01,Number Of Air Passenger Arrivals,Europe,na
1964-01,Number Of Air Passenger Arrivals,North America,na
1964-01,Number Of Air Passenger Arrivals,Other Regions,na
1964-02,Number Of Air Passenger Arrivals,South East Asia,na
1964-02,Number Of Air Passenger Arrivals,North East Asia,na
1964-02,Number Of Air Passenger Arrivals,South Asia,na
1964-02,Number Of Air Passenger Arrivals,Middle East,na
1964-02,Number Of Air Passenger Arrivals,Oceania,na
1964-02,Number Of Air Passenger Arrivals,Europe,na
1964-02,Number Of Air Passenger Arrivals,North America,na
1964-02,Number Of Air Passenger Arrivals,Other Regions,na
1964-03,Number Of Air Passenger Arrivals,South East Asia,na
1964-03,Number Of Air Passenger Arrivals,North East Asia,na
1964-03,Number Of Air Passenger Arrivals,South Asia,na
1964-03,Number Of Air Passenger Arrivals,Middle East,na
1964-03,Number Of Air Passenger Arrivals,Oceania,na
1964-03,Number Of Air Passenger Arrivals,Europe,na
1964-03,Number Of Air Passenger Arrivals,North America,na
1964-03,Number Of Air Passenger Arrivals,Other Regions,na
1964-04,Number Of Air Passenger Arrivals,South East Asia,na
1964-04,Number Of Air Passenger Arrivals,North East Asia,na
1964-04,Number Of Air Passenger Arrivals,South Asia,na
1964-04,Number Of Air Passenger Arrivals,Middle East,na
1964-04,Number Of Air Passenger Arrivals,Oceania,na
1964-04,Number Of Air Passenger Arrivals,Europe,na
1964-04,Number Of Air Passenger Arrivals,North America,na
1964-04,Number Of Air Passenger Arrivals,Other Regions,na
1964-05,Number Of Air Passenger Arrivals,South East Asia,na
1964-05,Number Of Air Passenger Arrivals,North East Asia,na
1964-05,Number Of Air Passenger Arrivals,South Asia,na
1964-05,Number Of Air Passenger Arrivals,Middle East,na
1964-05,Number Of Air Passenger Arrivals,Oceania,na
1964-05,Number Of Air Passenger Arrivals,Europe,na
1964-05,Number Of Air Passenger Arrivals,North America,na
1964-05,Number Of Air Passenger Arrivals,Other Regions,na
1964-06,Number Of Air Passenger Arrivals,South East Asia,na
1964-06,Number Of Air Passenger Arrivals,North East Asia,na
1964-06,Number Of Air Passenger Arrivals,South Asia,na
1964-06,Number Of Air Passenger Arrivals,Middle East,na
1964-06,Number Of Air Passenger Arrivals,Oceania,na
1964-06,Number Of Air Passenger Arrivals,Europe,na
1964-06,Number Of Air Passenger Arrivals,North America,na
1964-06,Number Of Air Passenger Arrivals,Other Regions,na
1964-07,Number Of Air Passenger Arrivals,South East Asia,na
1964-07,Number Of Air Passenger Arrivals,North East Asia,na
1964-07,Number Of Air Passenger Arrivals,South Asia,na
1964-07,Number Of Air Passenger Arrivals,Middle East,na
1964-07,Number Of Air Passenger Arrivals,Oceania,na
1964-07,Number Of Air Passenger Arrivals,Europe,na
1964-07,Number Of Air Passenger Arrivals,North America,na
1964-07,Number Of Air Passenger Arrivals,Other Regions,na
1964-08,Number Of Air Passenger Arrivals,South East Asia,na
1964-08,Number Of Air Passenger Arrivals,North East Asia,na
1964-08,Number Of Air Passenger Arrivals,South Asia,na
1964-08,Number Of Air Passenger Arrivals,Middle East,na
1964-08,Number Of Air Passenger Arrivals,Oceania,na
1964-08,Number Of Air Passenger Arrivals,Europe,na
1964-08,Number Of Air Passenger Arrivals,North America,na
1964-08,Number Of Air Passenger Arrivals,Other Regions,na
1964-09,Number Of Air Passenger Arrivals,South East Asia,na
1964-09,Number Of Air Passenger Arrivals,North East Asia,na
1964-09,Number Of Air Passenger Arrivals,South Asia,na
1964-09,Number Of Air Passenger Arrivals,Middle East,na
1964-09,Number Of Air Passenger Arrivals,Oceania,na
1964-09,Number Of Air Passenger Arrivals,Europe,na
1964-09,Number Of Air Passenger Arrivals,North America,na
1964-09,Number Of Air Passenger Arrivals,Other Regions,na
1964-10,Number Of Air Passenger Arrivals,South East Asia,na
1964-10,Number Of Air Passenger Arrivals,North East Asia,na
1964-10,Number Of Air Passenger Arrivals,South Asia,na
1964-10,Number Of Air Passenger Arrivals,Middle East,na
1964-10,Number Of Air Passenger Arrivals,Oceania,na
1964-10,Number Of Air Passenger Arrivals,Europe,na
1964-10,Number Of Air Passenger Arrivals,North America,na
1964-10,Number Of Air Passenger Arrivals,Other Regions,na
1964-11,Number Of Air Passenger Arrivals,South East Asia,na
1964-11,Number Of Air Passenger Arrivals,North East Asia,na
1964-11,Number Of Air Passenger Arrivals,South Asia,na
1964-11,Number Of Air Passenger Arrivals,Middle East,na
1964-11,Number Of Air Passenger Arrivals,Oceania,na
1964-11,Number Of Air Passenger Arrivals,Europe,na
1964-11,Number Of Air Passenger Arrivals,North America,na
1964-11,Number Of Air Passenger Arrivals,Other Regions,na
1964-12,Number Of Air Passenger Arrivals,South East Asia,na
1964-12,Number Of Air Passenger Arrivals,North East Asia,na
1964-12,Number Of Air Passenger Arrivals,South Asia,na
1964-12,Number Of Air Passenger Arrivals,Middle East,na
1964-12,Number Of Air Passenger Arrivals,Oceania,na
1964-12,Number Of Air Passenger Arrivals,Europe,na
1964-12,Number Of Air Passenger Arrivals,North America,na
1964-12,Number Of Air Passenger Arrivals,Other Regions,na
1965-01,Number Of Air Passenger Arrivals,South East Asia,na
1965-01,Number Of Air Passenger Arrivals,North East Asia,na
1965-01,Number Of Air Passenger Arrivals,South Asia,na
1965-01,Number Of Air Passenger Arrivals,Middle East,na
1965-01,Number Of Air Passenger Arrivals,Oceania,na
1965-01,Number Of Air Passenger Arrivals,Europe,na
1965-01,Number Of Air Passenger Arrivals,North America,na
1965-01,Number Of Air Passenger Arrivals,Other Regions,na
1965-02,Number Of Air Passenger Arrivals,South East Asia,na
1965-02,Number Of Air Passenger Arrivals,North East Asia,na
1965-02,Number Of Air Passenger Arrivals,South Asia,na
1965-02,Number Of Air Passenger Arrivals,Middle East,na
1965-02,Number Of Air Passenger Arrivals,Oceania,na
1965-02,Number Of Air Passenger Arrivals,Europe,na
1965-02,Number Of Air Passenger Arrivals,North America,na
1965-02,Number Of Air Passenger Arrivals,Other Regions,na
1965-03,Number Of Air Passenger Arrivals,South East Asia,na
1965-03,Number Of Air Passenger Arrivals,North East Asia,na
1965-03,Number Of Air Passenger Arrivals,South Asia,na
1965-03,Number Of Air Passenger Arrivals,Middle East,na
1965-03,Number Of Air Passenger Arrivals,Oceania,na
1965-03,Number Of Air Passenger Arrivals,Europe,na
1965-03,Number Of Air Passenger Arrivals,North America,na
1965-03,Number Of Air Passenger Arrivals,Other Regions,na
1965-04,Number Of Air Passenger Arrivals,South East Asia,na
1965-04,Number Of Air Passenger Arrivals,North East Asia,na
1965-04,Number Of Air Passenger Arrivals,South Asia,na
1965-04,Number Of Air Passenger Arrivals,Middle East,na
1965-04,Number Of Air Passenger Arrivals,Oceania,na
1965-04,Number Of Air Passenger Arrivals,Europe,na
1965-04,Number Of Air Passenger Arrivals,North America,na
1965-04,Number Of Air Passenger Arrivals,Other Regions,na
1965-05,Number Of Air Passenger Arrivals,South East Asia,na
1965-05,Number Of Air Passenger Arrivals,North East Asia,na
1965-05,Number Of Air Passenger Arrivals,South Asia,na
1965-05,Number Of Air Passenger Arrivals,Middle East,na
1965-05,Number Of Air Passenger Arrivals,Oceania,na
1965-05,Number Of Air Passenger Arrivals,Europe,na
1965-05,Number Of Air Passenger Arrivals,North America,na
1965-05,Number Of Air Passenger Arrivals,Other Regions,na
1965-06,Number Of Air Passenger Arrivals,South East Asia,na
1965-06,Number Of Air Passenger Arrivals,North East Asia,na
1965-06,Number Of Air Passenger Arrivals,South Asia,na
1965-06,Number Of Air Passenger Arrivals,Middle East,na
1965-06,Number Of Air Passenger Arrivals,Oceania,na
1965-06,Number Of Air Passenger Arrivals,Europe,na
1965-06,Number Of Air Passenger Arrivals,North America,na
1965-06,Number Of Air Passenger Arrivals,Other Regions,na
1965-07,Number Of Air Passenger Arrivals,South East Asia,na
1965-07,Number Of Air Passenger Arrivals,North East Asia,na
1965-07,Number Of Air Passenger Arrivals,South Asia,na
1965-07,Number Of Air Passenger Arrivals,Middle East,na
1965-07,Number Of Air Passenger Arrivals,Oceania,na
1965-07,Number Of Air Passenger Arrivals,Europe,na
1965-07,Number Of Air Passenger Arrivals,North America,na
1965-07,Number Of Air Passenger Arrivals,Other Regions,na
1965-08,Number Of Air Passenger Arrivals,South East Asia,na
1965-08,Number Of Air Passenger Arrivals,North East Asia,na
1965-08,Number Of Air Passenger Arrivals,South Asia,na
1965-08,Number Of Air Passenger Arrivals,Middle East,na
1965-08,Number Of Air Passenger Arrivals,Oceania,na
1965-08,Number Of Air Passenger Arrivals,Europe,na
1965-08,Number Of Air Passenger Arrivals,North America,na
1965-08,Number Of Air Passenger Arrivals,Other Regions,na
1965-09,Number Of Air Passenger Arrivals,South East Asia,na
1965-09,Number Of Air Passenger Arrivals,North East Asia,na
1965-09,Number Of Air Passenger Arrivals,South Asia,na
1965-09,Number Of Air Passenger Arrivals,Middle East,na
1965-09,Number Of Air Passenger Arrivals,Oceania,na
1965-09,Number Of Air Passenger Arrivals,Europe,na
1965-09,Number Of Air Passenger Arrivals,North America,na
1965-09,Number Of Air Passenger Arrivals,Other Regions,na
1965-10,Number Of Air Passenger Arrivals,South East Asia,na
1965-10,Number Of Air Passenger Arrivals,North East Asia,na
1965-10,Number Of Air Passenger Arrivals,South Asia,na
1965-10,Number Of Air Passenger Arrivals,Middle East,na
1965-10,Number Of Air Passenger Arrivals,Oceania,na
1965-10,Number Of Air Passenger Arrivals,Europe,na
1965-10,Number Of Air Passenger Arrivals,North America,na
1965-10,Number Of Air Passenger Arrivals,Other Regions,na
1965-11,Number Of Air Passenger Arrivals,South East Asia,na
1965-11,Number Of Air Passenger Arrivals,North East Asia,na
1965-11,Number Of Air Passenger Arrivals,South Asia,na
1965-11,Number Of Air Passenger Arrivals,Middle East,na
1965-11,Number Of Air Passenger Arrivals,Oceania,na
1965-11,Number Of Air Passenger Arrivals,Europe,na
1965-11,Number Of Air Passenger Arrivals,North America,na
1965-11,Number Of Air Passenger Arrivals,Other Regions,na
1965-12,Number Of Air Passenger Arrivals,South East Asia,na
1965-12,Number Of Air Passenger Arrivals,North East Asia,na
1965-12,Number Of Air Passenger Arrivals,South Asia,na
1965-12,Number Of Air Passenger Arrivals,Middle East,na
1965-12,Number Of Air Passenger Arrivals,Oceania,na
1965-12,Number Of Air Passenger Arrivals,Europe,na
1965-12,Number Of Air Passenger Arrivals,North America,na
1965-12,Number Of Air Passenger Arrivals,Other Regions,na
1966-01,Number Of Air Passenger Arrivals,South East Asia,na
1966-01,Number Of Air Passenger Arrivals,North East Asia,na
1966-01,Number Of Air Passenger Arrivals,South Asia,na
1966-01,Number Of Air Passenger Arrivals,Middle East,na
1966-01,Number Of Air Passenger Arrivals,Oceania,na
1966-01,Number Of Air Passenger Arrivals,Europe,na
1966-01,Number Of Air Passenger Arrivals,North America,na
1966-01,Number Of Air Passenger Arrivals,Other Regions,na
1966-02,Number Of Air Passenger Arrivals,South East Asia,na
1966-02,Number Of Air Passenger Arrivals,North East Asia,na
1966-02,Number Of Air Passenger Arrivals,South Asia,na
1966-02,Number Of Air Passenger Arrivals,Middle East,na
1966-02,Number Of Air Passenger Arrivals,Oceania,na
1966-02,Number Of Air Passenger Arrivals,Europe,na
1966-02,Number Of Air Passenger Arrivals,North America,na
1966-02,Number Of Air Passenger Arrivals,Other Regions,na
1966-03,Number Of Air Passenger Arrivals,South East Asia,na
1966-03,Number Of Air Passenger Arrivals,North East Asia,na
1966-03,Number Of Air Passenger Arrivals,South Asia,na
1966-03,Number Of Air Passenger Arrivals,Middle East,na
1966-03,Number Of Air Passenger Arrivals,Oceania,na
1966-03,Number Of Air Passenger Arrivals,Europe,na
1966-03,Number Of Air Passenger Arrivals,North America,na
1966-03,Number Of Air Passenger Arrivals,Other Regions,na
1966-04,Number Of Air Passenger Arrivals,South East Asia,na
1966-04,Number Of Air Passenger Arrivals,North East Asia,na
1966-04,Number Of Air Passenger Arrivals,South Asia,na
1966-04,Number Of Air Passenger Arrivals,Middle East,na
1966-04,Number Of Air Passenger Arrivals,Oceania,na
1966-04,Number Of Air Passenger Arrivals,Europe,na
1966-04,Number Of Air Passenger Arrivals,North America,na
1966-04,Number Of Air Passenger Arrivals,Other Regions,na
1966-05,Number Of Air Passenger Arrivals,South East Asia,na
1966-05,Number Of Air Passenger Arrivals,North East Asia,na
1966-05,Number Of Air Passenger Arrivals,South Asia,na
1966-05,Number Of Air Passenger Arrivals,Middle East,na
1966-05,Number Of Air Passenger Arrivals,Oceania,na
1966-05,Number Of Air Passenger Arrivals,Europe,na
1966-05,Number Of Air Passenger Arrivals,North America,na
1966-05,Number Of Air Passenger Arrivals,Other Regions,na
1966-06,Number Of Air Passenger Arrivals,South East Asia,na
1966-06,Number Of Air Passenger Arrivals,North East Asia,na
1966-06,Number Of Air Passenger Arrivals,South Asia,na
1966-06,Number Of Air Passenger Arrivals,Middle East,na
1966-06,Number Of Air Passenger Arrivals,Oceania,na
1966-06,Number Of Air Passenger Arrivals,Europe,na
1966-06,Number Of Air Passenger Arrivals,North America,na
1966-06,Number Of Air Passenger Arrivals,Other Regions,na
1966-07,Number Of Air Passenger Arrivals,South East Asia,na
1966-07,Number Of Air Passenger Arrivals,North East Asia,na
1966-07,Number Of Air Passenger Arrivals,South Asia,na
1966-07,Number Of Air Passenger Arrivals,Middle East,na
1966-07,Number Of Air Passenger Arrivals,Oceania,na
1966-07,Number Of Air Passenger Arrivals,Europe,na
1966-07,Number Of Air Passenger Arrivals,North America,na
1966-07,Number Of Air Passenger Arrivals,Other Regions,na
1966-08,Number Of Air Passenger Arrivals,South East Asia,na
1966-08,Number Of Air Passenger Arrivals,North East Asia,na
1966-08,Number Of Air Passenger Arrivals,South Asia,na
1966-08,Number Of Air Passenger Arrivals,Middle East,na
1966-08,Number Of Air Passenger Arrivals,Oceania,na
1966-08,Number Of Air Passenger Arrivals,Europe,na
1966-08,Number Of Air Passenger Arrivals,North America,na
1966-08,Number Of Air Passenger Arrivals,Other Regions,na
1966-09,Number Of Air Passenger Arrivals,South East Asia,na
1966-09,Number Of Air Passenger Arrivals,North East Asia,na
1966-09,Number Of Air Passenger Arrivals,South Asia,na
1966-09,Number Of Air Passenger Arrivals,Middle East,na
1966-09,Number Of Air Passenger Arrivals,Oceania,na
1966-09,Number Of Air Passenger Arrivals,Europe,na
1966-09,Number Of Air Passenger Arrivals,North America,na
1966-09,Number Of Air Passenger Arrivals,Other Regions,na
1966-10,Number Of Air Passenger Arrivals,South East Asia,na
1966-10,Number Of Air Passenger Arrivals,North East Asia,na
1966-10,Number Of Air Passenger Arrivals,South Asia,na
1966-10,Number Of Air Passenger Arrivals,Middle East,na
1966-10,Number Of Air Passenger Arrivals,Oceania,na
1966-10,Number Of Air Passenger Arrivals,Europe,na
1966-10,Number Of Air Passenger Arrivals,North America,na
1966-10,Number Of Air Passenger Arrivals,Other Regions,na
1966-11,Number Of Air Passenger Arrivals,South East Asia,na
1966-11,Number Of Air Passenger Arrivals,North East Asia,na
1966-11,Number Of Air Passenger Arrivals,South Asia,na
1966-11,Number Of Air Passenger Arrivals,Middle East,na
1966-11,Number Of Air Passenger Arrivals,Oceania,na
1966-11,Number Of Air Passenger Arrivals,Europe,na
1966-11,Number Of Air Passenger Arrivals,North America,na
1966-11,Number Of Air Passenger Arrivals,Other Regions,na
1966-12,Number Of Air Passenger Arrivals,South East Asia,na
1966-12,Number Of Air Passenger Arrivals,North East Asia,na
1966-12,Number Of Air Passenger Arrivals,South Asia,na
1966-12,Number Of Air Passenger Arrivals,Middle East,na
1966-12,Number Of Air Passenger Arrivals,Oceania,na
1966-12,Number Of Air Passenger Arrivals,Europe,na
1966-12,Number Of Air Passenger Arrivals,North America,na
1966-12,Number Of Air Passenger Arrivals,Other Regions,na
1967-01,Number Of Air Passenger Arrivals,South East Asia,na
1967-01,Number Of Air Passenger Arrivals,North East Asia,na
1967-01,Number Of Air Passenger Arrivals,South Asia,na
1967-01,Number Of Air Passenger Arrivals,Middle East,na
1967-01,Number Of Air Passenger Arrivals,Oceania,na
1967-01,Number Of Air Passenger Arrivals,Europe,na
1967-01,Number Of Air Passenger Arrivals,North America,na
1967-01,Number Of Air Passenger Arrivals,Other Regions,na
1967-02,Number Of Air Passenger Arrivals,South East Asia,na
